modality,participant_source_id,source_day,file_name,relative_path,file_size_bytes,parse_status,session_uid,session_id,has_counterpart
dense_caption,A1_JAKE,DAY3,A1_JAKE_DAY3_16000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY3/A1_JAKE_DAY3_16000000.srt,55648,discovered,A1_JAKE_DAY3_16000000,ses_A1_JAKE_DAY3_A1_JAKE_DAY3_16000000,True
dense_caption,A1_JAKE,DAY3,A1_JAKE_DAY3_17000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY3/A1_JAKE_DAY3_17000000.srt,32896,discovered,A1_JAKE_DAY3_17000000,ses_A1_JAKE_DAY3_A1_JAKE_DAY3_17000000,True
dense_caption,A1_JAKE,DAY3,A1_JAKE_DAY3_18000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY3/A1_JAKE_DAY3_18000000.srt,32403,discovered,A1_JAKE_DAY3_18000000,ses_A1_JAKE_DAY3_A1_JAKE_DAY3_18000000,True
dense_caption,A1_JAKE,DAY3,A1_JAKE_DAY3_19000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY3/A1_JAKE_DAY3_19000000.srt,27522,discovered,A1_JAKE_DAY3_19000000,ses_A1_JAKE_DAY3_A1_JAKE_DAY3_19000000,True
dense_caption,A1_JAKE,DAY3,A1_JAKE_DAY3_20000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY3/A1_JAKE_DAY3_20000000.srt,50568,discovered,A1_JAKE_DAY3_20000000,ses_A1_JAKE_DAY3_A1_JAKE_DAY3_20000000,True
dense_caption,A1_JAKE,DAY3,A1_JAKE_DAY3_21000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY3/A1_JAKE_DAY3_21000000.srt,97194,discovered,A1_JAKE_DAY3_21000000,ses_A1_JAKE_DAY3_A1_JAKE_DAY3_21000000,True
dense_caption,A1_JAKE,DAY3,A1_JAKE_DAY3_22000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY3/A1_JAKE_DAY3_22000000.srt,83521,discovered,A1_JAKE_DAY3_22000000,ses_A1_JAKE_DAY3_A1_JAKE_DAY3_22000000,True
dense_caption,A1_JAKE,DAY4,A1_JAKE_DAY4_10000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY4/A1_JAKE_DAY4_10000000.srt,17437,discovered,A1_JAKE_DAY4_10000000,ses_A1_JAKE_DAY4_A1_JAKE_DAY4_10000000,True
dense_caption,A1_JAKE,DAY4,A1_JAKE_DAY4_11000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY4/A1_JAKE_DAY4_11000000.srt,89177,discovered,A1_JAKE_DAY4_11000000,ses_A1_JAKE_DAY4_A1_JAKE_DAY4_11000000,True
dense_caption,A1_JAKE,DAY4,A1_JAKE_DAY4_12000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY4/A1_JAKE_DAY4_12000000.srt,85859,discovered,A1_JAKE_DAY4_12000000,ses_A1_JAKE_DAY4_A1_JAKE_DAY4_12000000,True
dense_caption,A1_JAKE,DAY4,A1_JAKE_DAY4_13000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY4/A1_JAKE_DAY4_13000000.srt,60593,discovered,A1_JAKE_DAY4_13000000,ses_A1_JAKE_DAY4_A1_JAKE_DAY4_13000000,True
dense_caption,A1_JAKE,DAY4,A1_JAKE_DAY4_15000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY4/A1_JAKE_DAY4_15000000.srt,29475,discovered,A1_JAKE_DAY4_15000000,ses_A1_JAKE_DAY4_A1_JAKE_DAY4_15000000,True
dense_caption,A1_JAKE,DAY4,A1_JAKE_DAY4_16000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY4/A1_JAKE_DAY4_16000000.srt,64973,discovered,A1_JAKE_DAY4_16000000,ses_A1_JAKE_DAY4_A1_JAKE_DAY4_16000000,True
dense_caption,A1_JAKE,DAY4,A1_JAKE_DAY4_17000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY4/A1_JAKE_DAY4_17000000.srt,71178,discovered,A1_JAKE_DAY4_17000000,ses_A1_JAKE_DAY4_A1_JAKE_DAY4_17000000,True
dense_caption,A1_JAKE,DAY4,A1_JAKE_DAY4_18000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY4/A1_JAKE_DAY4_18000000.srt,67070,discovered,A1_JAKE_DAY4_18000000,ses_A1_JAKE_DAY4_A1_JAKE_DAY4_18000000,True
dense_caption,A1_JAKE,DAY4,A1_JAKE_DAY4_20000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY4/A1_JAKE_DAY4_20000000.srt,28803,discovered,A1_JAKE_DAY4_20000000,ses_A1_JAKE_DAY4_A1_JAKE_DAY4_20000000,True
dense_caption,A1_JAKE,DAY4,A1_JAKE_DAY4_21000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY4/A1_JAKE_DAY4_21000000.srt,82789,discovered,A1_JAKE_DAY4_21000000,ses_A1_JAKE_DAY4_A1_JAKE_DAY4_21000000,True
dense_caption,A1_JAKE,DAY4,A1_JAKE_DAY4_22000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY4/A1_JAKE_DAY4_22000000.srt,28586,discovered,A1_JAKE_DAY4_22000000,ses_A1_JAKE_DAY4_A1_JAKE_DAY4_22000000,True
dense_caption,A1_JAKE,DAY5,A1_JAKE_DAY5_11000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY5/A1_JAKE_DAY5_11000000.srt,86470,discovered,A1_JAKE_DAY5_11000000,ses_A1_JAKE_DAY5_A1_JAKE_DAY5_11000000,True
dense_caption,A1_JAKE,DAY5,A1_JAKE_DAY5_12000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY5/A1_JAKE_DAY5_12000000.srt,78681,discovered,A1_JAKE_DAY5_12000000,ses_A1_JAKE_DAY5_A1_JAKE_DAY5_12000000,True
dense_caption,A1_JAKE,DAY5,A1_JAKE_DAY5_13000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY5/A1_JAKE_DAY5_13000000.srt,1082,discovered,A1_JAKE_DAY5_13000000,ses_A1_JAKE_DAY5_A1_JAKE_DAY5_13000000,True
dense_caption,A1_JAKE,DAY5,A1_JAKE_DAY5_15000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY5/A1_JAKE_DAY5_15000000.srt,11281,discovered,A1_JAKE_DAY5_15000000,ses_A1_JAKE_DAY5_A1_JAKE_DAY5_15000000,True
dense_caption,A1_JAKE,DAY5,A1_JAKE_DAY5_16000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY5/A1_JAKE_DAY5_16000000.srt,54017,discovered,A1_JAKE_DAY5_16000000,ses_A1_JAKE_DAY5_A1_JAKE_DAY5_16000000,True
dense_caption,A1_JAKE,DAY5,A1_JAKE_DAY5_17000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY5/A1_JAKE_DAY5_17000000.srt,4170,discovered,A1_JAKE_DAY5_17000000,ses_A1_JAKE_DAY5_A1_JAKE_DAY5_17000000,True
dense_caption,A1_JAKE,DAY5,A1_JAKE_DAY5_18000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY5/A1_JAKE_DAY5_18000000.srt,78104,discovered,A1_JAKE_DAY5_18000000,ses_A1_JAKE_DAY5_A1_JAKE_DAY5_18000000,True
dense_caption,A1_JAKE,DAY5,A1_JAKE_DAY5_19000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY5/A1_JAKE_DAY5_19000000.srt,50687,discovered,A1_JAKE_DAY5_19000000,ses_A1_JAKE_DAY5_A1_JAKE_DAY5_19000000,True
dense_caption,A1_JAKE,DAY5,A1_JAKE_DAY5_20000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY5/A1_JAKE_DAY5_20000000.srt,69763,discovered,A1_JAKE_DAY5_20000000,ses_A1_JAKE_DAY5_A1_JAKE_DAY5_20000000,True
dense_caption,A1_JAKE,DAY5,A1_JAKE_DAY5_21000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY5/A1_JAKE_DAY5_21000000.srt,4003,discovered,A1_JAKE_DAY5_21000000,ses_A1_JAKE_DAY5_A1_JAKE_DAY5_21000000,True
dense_caption,A1_JAKE,DAY5,A1_JAKE_DAY5_22000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY5/A1_JAKE_DAY5_22000000.srt,62296,discovered,A1_JAKE_DAY5_22000000,ses_A1_JAKE_DAY5_A1_JAKE_DAY5_22000000,False
dense_caption,A1_JAKE,DAY5,A1_JAKE_DAY5_23000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY5/A1_JAKE_DAY5_23000000.srt,31706,discovered,A1_JAKE_DAY5_23000000,ses_A1_JAKE_DAY5_A1_JAKE_DAY5_23000000,False
dense_caption,A1_JAKE,DAY6,A1_JAKE_DAY6_09000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY6/A1_JAKE_DAY6_09000000.srt,25026,discovered,A1_JAKE_DAY6_09000000,ses_A1_JAKE_DAY6_A1_JAKE_DAY6_09000000,True
dense_caption,A1_JAKE,DAY6,A1_JAKE_DAY6_10000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY6/A1_JAKE_DAY6_10000000.srt,124755,discovered,A1_JAKE_DAY6_10000000,ses_A1_JAKE_DAY6_A1_JAKE_DAY6_10000000,True
dense_caption,A1_JAKE,DAY6,A1_JAKE_DAY6_11000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY6/A1_JAKE_DAY6_11000000.srt,116501,discovered,A1_JAKE_DAY6_11000000,ses_A1_JAKE_DAY6_A1_JAKE_DAY6_11000000,True
dense_caption,A1_JAKE,DAY6,A1_JAKE_DAY6_12000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY6/A1_JAKE_DAY6_12000000.srt,117564,discovered,A1_JAKE_DAY6_12000000,ses_A1_JAKE_DAY6_A1_JAKE_DAY6_12000000,True
dense_caption,A1_JAKE,DAY6,A1_JAKE_DAY6_13000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY6/A1_JAKE_DAY6_13000000.srt,44012,discovered,A1_JAKE_DAY6_13000000,ses_A1_JAKE_DAY6_A1_JAKE_DAY6_13000000,True
dense_caption,A1_JAKE,DAY6,A1_JAKE_DAY6_15000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY6/A1_JAKE_DAY6_15000000.srt,106121,discovered,A1_JAKE_DAY6_15000000,ses_A1_JAKE_DAY6_A1_JAKE_DAY6_15000000,True
dense_caption,A1_JAKE,DAY6,A1_JAKE_DAY6_16000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY6/A1_JAKE_DAY6_16000000.srt,101897,discovered,A1_JAKE_DAY6_16000000,ses_A1_JAKE_DAY6_A1_JAKE_DAY6_16000000,True
dense_caption,A1_JAKE,DAY6,A1_JAKE_DAY6_17000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY6/A1_JAKE_DAY6_17000000.srt,57706,discovered,A1_JAKE_DAY6_17000000,ses_A1_JAKE_DAY6_A1_JAKE_DAY6_17000000,True
dense_caption,A1_JAKE,DAY6,A1_JAKE_DAY6_19000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY6/A1_JAKE_DAY6_19000000.srt,86439,discovered,A1_JAKE_DAY6_19000000,ses_A1_JAKE_DAY6_A1_JAKE_DAY6_19000000,True
dense_caption,A1_JAKE,DAY6,A1_JAKE_DAY6_20000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY6/A1_JAKE_DAY6_20000000.srt,111261,discovered,A1_JAKE_DAY6_20000000,ses_A1_JAKE_DAY6_A1_JAKE_DAY6_20000000,True
dense_caption,A1_JAKE,DAY6,A1_JAKE_DAY6_21000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY6/A1_JAKE_DAY6_21000000.srt,123445,discovered,A1_JAKE_DAY6_21000000,ses_A1_JAKE_DAY6_A1_JAKE_DAY6_21000000,True
dense_caption,A1_JAKE,DAY6,A1_JAKE_DAY6_22000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY6/A1_JAKE_DAY6_22000000.srt,37859,discovered,A1_JAKE_DAY6_22000000,ses_A1_JAKE_DAY6_A1_JAKE_DAY6_22000000,True
dense_caption,A1_JAKE,DAY7,A1_JAKE_DAY7_11000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY7/A1_JAKE_DAY7_11000000.srt,5331,discovered,A1_JAKE_DAY7_11000000,ses_A1_JAKE_DAY7_A1_JAKE_DAY7_11000000,True
dense_caption,A1_JAKE,DAY7,A1_JAKE_DAY7_12000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY7/A1_JAKE_DAY7_12000000.srt,97040,discovered,A1_JAKE_DAY7_12000000,ses_A1_JAKE_DAY7_A1_JAKE_DAY7_12000000,True
dense_caption,A1_JAKE,DAY7,A1_JAKE_DAY7_13000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY7/A1_JAKE_DAY7_13000000.srt,53804,discovered,A1_JAKE_DAY7_13000000,ses_A1_JAKE_DAY7_A1_JAKE_DAY7_13000000,True
dense_caption,A1_JAKE,DAY7,A1_JAKE_DAY7_14000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY7/A1_JAKE_DAY7_14000000.srt,103720,discovered,A1_JAKE_DAY7_14000000,ses_A1_JAKE_DAY7_A1_JAKE_DAY7_14000000,True
dense_caption,A1_JAKE,DAY7,A1_JAKE_DAY7_15000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY7/A1_JAKE_DAY7_15000000.srt,53386,discovered,A1_JAKE_DAY7_15000000,ses_A1_JAKE_DAY7_A1_JAKE_DAY7_15000000,True
dense_caption,A1_JAKE,DAY7,A1_JAKE_DAY7_17000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY7/A1_JAKE_DAY7_17000000.srt,26994,discovered,A1_JAKE_DAY7_17000000,ses_A1_JAKE_DAY7_A1_JAKE_DAY7_17000000,True
dense_caption,A1_JAKE,DAY7,A1_JAKE_DAY7_18000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY7/A1_JAKE_DAY7_18000000.srt,62843,discovered,A1_JAKE_DAY7_18000000,ses_A1_JAKE_DAY7_A1_JAKE_DAY7_18000000,True
dense_caption,A1_JAKE,DAY7,A1_JAKE_DAY7_19000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY7/A1_JAKE_DAY7_19000000.srt,57822,discovered,A1_JAKE_DAY7_19000000,ses_A1_JAKE_DAY7_A1_JAKE_DAY7_19000000,True
dense_caption,A1_JAKE,DAY7,A1_JAKE_DAY7_20000000.srt,EgoLifeCap/DenseCaption/A1_JAKE/DAY7/A1_JAKE_DAY7_20000000.srt,12672,discovered,A1_JAKE_DAY7_20000000,ses_A1_JAKE_DAY7_A1_JAKE_DAY7_20000000,True
dense_caption,A2_ALICE,DAY1,A2_ALICE_DAY1_11000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY1/A2_ALICE_DAY1_11000000.srt,59427,discovered,A2_ALICE_DAY1_11000000,ses_A2_ALICE_DAY1_A2_ALICE_DAY1_11000000,True
dense_caption,A2_ALICE,DAY1,A2_ALICE_DAY1_12000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY1/A2_ALICE_DAY1_12000000.srt,64299,discovered,A2_ALICE_DAY1_12000000,ses_A2_ALICE_DAY1_A2_ALICE_DAY1_12000000,True
dense_caption,A2_ALICE,DAY1,A2_ALICE_DAY1_13000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY1/A2_ALICE_DAY1_13000000.srt,93453,discovered,A2_ALICE_DAY1_13000000,ses_A2_ALICE_DAY1_A2_ALICE_DAY1_13000000,True
dense_caption,A2_ALICE,DAY1,A2_ALICE_DAY1_14000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY1/A2_ALICE_DAY1_14000000.srt,25553,discovered,A2_ALICE_DAY1_14000000,ses_A2_ALICE_DAY1_A2_ALICE_DAY1_14000000,True
dense_caption,A2_ALICE,DAY1,A2_ALICE_DAY1_17000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY1/A2_ALICE_DAY1_17000000.srt,73364,discovered,A2_ALICE_DAY1_17000000,ses_A2_ALICE_DAY1_A2_ALICE_DAY1_17000000,True
dense_caption,A2_ALICE,DAY1,A2_ALICE_DAY1_18000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY1/A2_ALICE_DAY1_18000000.srt,62823,discovered,A2_ALICE_DAY1_18000000,ses_A2_ALICE_DAY1_A2_ALICE_DAY1_18000000,True
dense_caption,A2_ALICE,DAY1,A2_ALICE_DAY1_19000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY1/A2_ALICE_DAY1_19000000.srt,78441,discovered,A2_ALICE_DAY1_19000000,ses_A2_ALICE_DAY1_A2_ALICE_DAY1_19000000,True
dense_caption,A2_ALICE,DAY1,A2_ALICE_DAY1_20000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY1/A2_ALICE_DAY1_20000000.srt,43228,discovered,A2_ALICE_DAY1_20000000,ses_A2_ALICE_DAY1_A2_ALICE_DAY1_20000000,True
dense_caption,A2_ALICE,DAY1,A2_ALICE_DAY1_21000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY1/A2_ALICE_DAY1_21000000.srt,19810,discovered,A2_ALICE_DAY1_21000000,ses_A2_ALICE_DAY1_A2_ALICE_DAY1_21000000,True
dense_caption,A2_ALICE,DAY1,A2_ALICE_DAY1_22000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY1/A2_ALICE_DAY1_22000000.srt,4538,discovered,A2_ALICE_DAY1_22000000,ses_A2_ALICE_DAY1_A2_ALICE_DAY1_22000000,True
dense_caption,A2_ALICE,DAY2,A2_ALICE_DAY2_10000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY2/A2_ALICE_DAY2_10000000.srt,17887,discovered,A2_ALICE_DAY2_10000000,ses_A2_ALICE_DAY2_A2_ALICE_DAY2_10000000,True
dense_caption,A2_ALICE,DAY2,A2_ALICE_DAY2_11000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY2/A2_ALICE_DAY2_11000000.srt,100008,discovered,A2_ALICE_DAY2_11000000,ses_A2_ALICE_DAY2_A2_ALICE_DAY2_11000000,True
dense_caption,A2_ALICE,DAY2,A2_ALICE_DAY2_12000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY2/A2_ALICE_DAY2_12000000.srt,40924,discovered,A2_ALICE_DAY2_12000000,ses_A2_ALICE_DAY2_A2_ALICE_DAY2_12000000,True
dense_caption,A2_ALICE,DAY2,A2_ALICE_DAY2_13000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY2/A2_ALICE_DAY2_13000000.srt,19993,discovered,A2_ALICE_DAY2_13000000,ses_A2_ALICE_DAY2_A2_ALICE_DAY2_13000000,True
dense_caption,A2_ALICE,DAY2,A2_ALICE_DAY2_15000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY2/A2_ALICE_DAY2_15000000.srt,50101,discovered,A2_ALICE_DAY2_15000000,ses_A2_ALICE_DAY2_A2_ALICE_DAY2_15000000,True
dense_caption,A2_ALICE,DAY2,A2_ALICE_DAY2_16000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY2/A2_ALICE_DAY2_16000000.srt,86349,discovered,A2_ALICE_DAY2_16000000,ses_A2_ALICE_DAY2_A2_ALICE_DAY2_16000000,True
dense_caption,A2_ALICE,DAY2,A2_ALICE_DAY2_17000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY2/A2_ALICE_DAY2_17000000.srt,80916,discovered,A2_ALICE_DAY2_17000000,ses_A2_ALICE_DAY2_A2_ALICE_DAY2_17000000,True
dense_caption,A2_ALICE,DAY2,A2_ALICE_DAY2_18000000.srt,EgoLifeCap/DenseCaption/A2_ALICE/DAY2/A2_ALICE_DAY2_18000000.srt,59266,discovered,A2_ALICE_DAY2_18000000,ses_A2_ALICE_DAY2_A2_ALICE_DAY2_18000000,True
